tau_s,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
1,0.1,100,3.33e-05,1,10905.1903,0.0070664,0.013619,0.02686,0.02686,0.033502,0.040176,0.053675,0.053675,0.067317,0.067317,0.08111,0.08111,0.095012,0.095012,0.10913,0.10913,0.12344,0.13063,0.13787,0.14516,0.1525,0.1525,0.16745,0.16745,0.18256
500,0.1,100,3.33e-05,1,16777.2159,0.013415,0.026054,0.026054,0.038532,0.050863,0.06306,0.075132,0.075132,0.087086,0.098924,0.11064,0.12224,0.12224,0.1337,0.14503,0.15623,0.16727,0.16727,0.17818,0.18894,0.19956,0.21004,0.21004,0.23006,0.23006
1000,0.1,100,3.33e-05,1,18035.5071,0.013223,0.025342,0.037097,0.037097,0.048529,0.059674,0.070558,0.081207,0.091639,0.10187,0.10187,0.11192,0.13114,0.13114,0.13114,0.14917,0.14917,0.16581,0.16581,0.18124,0.18124,0.18124,0.19563,0.20258,0.20599
1500,0.1,100,3.33e-05,1,18454.9375,0.013043,0.024706,0.035857,0.046569,0.046569,0.0569,0.066896,0.08572,0.08572,0.08572,0.10331,0.10331,0.11952,0.11952,0.13435,0.13435,0.13435,0.14798,0.14798,0.16064,0.16064,0.17249,0.17249,0.18365,0.18365
2000,0.1,100,3.33e-05,1,20971.5199,0.012873,0.024132,0.034768,0.044885,0.063495,0.063495,0.080677,0.080677,0.096467,0.096467,0.11092,0.11092,0.12418,0.12418,0.13643,0.13643,0.14784,0.14784,0.15856,0.15856,0.1687,0.1687,0.17833,0.17833,0.18304
1500,0.1,100,3.33e-05,2,109051.9039,0.018084,0.033311,0.042602,0.051375,0.067657,0.075275,0.082601,0.089666,0.096498,0.10958,0.11595,0.12826,0.13422,0.14007,0.15143,0.15696,0.16239,0.16773,0.17834,0.18903,0.18903,0.19964,0.19964,0.20994,0.21742
2000,0.1,100,3.33e-05,2,114085.0687,0.01226,0.031513,0.039999,0.047915,0.055355,0.068835,0.081345,0.087354,0.093155,0.1042,0.1042,0.11472,0.12481,0.13455,0.13455,0.14392,0.15297,0.15297,0.16176,0.17024,0.17024,0.17838,0.18619,0.18619,0.19369
1000,0.1,100,3.33e-05,2,62075.6991,0.0068288,0.012848,0.024257,0.03511,0.045495,0.045495,0.055494,0.065195,0.069958,0.079267,0.083821,0.092747,0.097124,0.10572,0.10995,0.11838,0.12255,0.13077,0.13483,0.14297,0.15108,0.15108,0.15912,0.16703,0.17092
1,0.1,100,3.33e-05,2,34812.7231,0.0070117,0.013558,0.013558,0.020168,0.026846,0.033593,0.040414,0.047313,0.047313,0.054294,0.061361,0.068523,0.075786,0.083165,0.083165,0.094479,0.098303,0.10606,0.11399,0.11803,0.12631,0.13506,0.13961,0.14918,0.15659
500,0.1,100,3.33e-05,2,51589.9391,0.0069179,0.013185,0.025482,0.031552,0.037562,0.043518,0.055279,0.061091,0.066862,0.072595,0.083961,0.089602,0.095218,0.10081,0.1064,0.11753,0.12309,0.12866,0.13425,0.14555,0.15131,0.15713,0.16298,0.1746,0.1789
2000,0.1,100,3.33e-05,3,577136.2303,0.021338,0.02958,0.043817,0.055965,0.06666,0.071586,0.080645,0.089146,0.097019,0.10082,0.1081,0.11498,0.11829,0.12467,0.13082,0.13678,0.14258,0.14258,0.14832,0.15396,0.15943,0.16471,0.1698,0.17469,0.17709
1000,0.1,100,3.33e-05,3,224814.6943,0.0068966,0.018579,0.024075,0.029374,0.034494,0.044171,0.048861,0.057879,0.062225,0.07063,0.074744,0.078785,0.082757,0.090522,0.094325,0.098084,0.1055,0.10917,0.11284,0.12025,0.12405,0.12793,0.13571,0.13952,0.14508
1500,0.1,100,3.33e-05,3,261724.5695,0.012421,0.022511,0.022511,0.03166,0.040106,0.044159,0.051848,0.055508,0.06251,0.069137,0.072326,0.07544,0.081509,0.087394,0.090256,0.095831,0.10122,0.10385,0.10909,0.11446,0.11446,0.1202,0.12577,0.12845,0.13365
1,0.1,100,3.33e-05,3,83886.0799,0.0038531,0.007178,0.013945,0.013945,0.020817,0.020817,0.027808,0.027808,0.03494,0.03494,0.038532,0.042162,0.045832,0.049548,0.053317,0.057152,0.061086,0.065072,0.069149,0.07335,0.077776,0.082413,0.087338,0.092696,0.098795
500,0.1,100,3.33e-05,3,167772.1599,0.0070321,0.013364,0.019589,0.025716,0.031755,0.037711,0.043593,0.049409,0.055165,0.060872,0.066544,0.072206,0.077836,0.083439,0.089022,0.094595,0.10017,0.10577,0.11141,0.11714,0.12299,0.12902,0.13515,0.14127,0.1473
1000,0.1,100,3.33e-05,4,778462.8223,0.0070839,0.013086,0.018758,0.029291,0.03422,0.038958,0.043528,0.047947,0.05223,0.060446,0.064404,0.068277,0.072078,0.075821,0.079528,0.085102,0.088761,0.094167,0.097717,0.10122,0.10468,0.112,0.11618,0.12026,0.12448
2000,0.1,100,3.33e-05,4,2415919.1039,0.021031,0.035146,0.041112,0.051576,0.060611,0.068499,0.075797,0.079204,0.088627,0.091594,0.097246,0.10257,0.10512,0.1101,0.11491,0.11951,0.12409,0.12633,0.13294,0.13731,0.13731,0.14159,0.14573,0.14974,0.15362
1500,0.1,100,3.33e-05,4,1315333.7343,0.012494,0.022422,0.031116,0.038757,0.04576,0.052265,0.058399,0.064238,0.069748,0.074973,0.079948,0.084806,0.087188,0.091834,0.096336,0.1007,0.10494,0.11124,0.11332,0.11945,0.1235,0.12747,0.13136,0.13516,0.13701
1,0.1,100,3.33e-05,4,295279.0015,0.0040059,0.0074931,0.011014,0.01457,0.01457,0.018163,0.021795,0.025469,0.029187,0.032952,0.036767,0.040638,0.040638,0.04457,0.048576,0.052685,0.056853,0.061129,0.063319,0.067845,0.072683,0.076549,0.082323,0.088175,0.095362
500,0.1,100,3.33e-05,4,332188.8767,0.0039516,0.0072779,0.0072779,0.01379,0.01379,0.020159,0.020159,0.026442,0.029549,0.032634,0.035704,0.038761,0.041813,0.04487,0.047948,0.051096,0.054252,0.057439,0.060681,0.064025,0.067626,0.070439,0.074502,0.079973,0.083279
1000,0.1,100,3.33e-05,5,1932735.2831,0.0040718,0.0073604,0.01346,0.019169,0.021921,0.027188,0.029714,0.034633,0.037033,0.039388,0.043974,0.046212,0.050595,0.052748,0.056997,0.059108,0.061225,0.065596,0.068911,0.072173,0.074426,0.078103,0.081797,0.086755,0.089153
1500,0.1,100,3.33e-05,5,5583457.4847,0.012688,0.022325,0.03056,0.037808,0.044271,0.050296,0.058488,0.063494,0.065881,0.072755,0.077092,0.081236,0.085208,0.089024,0.092696,0.098055,0.09981,0.10507,0.1085,0.11197,0.11547,0.11896,0.12243,0.12584,0.12919
2000,0.1,100,3.33e-05,5,8697308.7743,0.016589,0.027596,0.039016,0.043892,0.052505,0.060005,0.063437,0.069803,0.075629,0.078378,0.083602,0.086096,0.090877,0.095411,0.097592,0.10179,0.1038,0.10786,0.11207,0.1141,0.11995,0.11995,0.12371,0.12736,0.12998
500,0.1,100,3.33e-05,5,1825361.1007,0.004145,0.011052,0.014414,0.017722,0.024191,0.027361,0.033584,0.036645,0.039674,0.045652,0.048606,0.051539,0.05736,0.060256,0.06315,0.068973,0.071948,0.076415,0.080919,0.083962,0.088639,0.093596,0.098302,0.10358,0.11009
1,0.1,100,3.33e-05,5,703804.2111,0.0023924,0.0042237,0.0079418,0.0079418,0.011707,0.011707,0.015526,0.015526,0.019407,0.019407,0.023364,0.023364,0.027449,0.029512,0.031607,0.033742,0.035928,0.03819,0.040489,0.042851,0.045299,0.047885,0.050783,0.054728,0.061195
1000,0.1,200,3.33e-05,1,34812.7231,0.013415,0.026054,0.026054,0.038532,0.050863,0.06306,0.075133,0.087086,0.087086,0.098924,0.11064,0.12224,0.1337,0.14503,0.14503,0.15623,0.16727,0.17818,0.18894,0.19956,0.19956,0.21004,0.22037,0.23056,0.23815
2000,0.1,200,3.33e-05,1,36071.0143,0.013223,0.025342,0.037097,0.037097,0.04853,0.059674,0.070559,0.081207,0.091639,0.10187,0.10187,0.11192,0.13114,0.13114,0.13114,0.14917,0.14917,0.16582,0.16582,0.18124,0.18124,0.18124,0.19564,0.20258,0.20599
1500,0.1,200,3.33e-05,1,37748.7359,0.013318,0.025688,0.037787,0.049642,0.061275,0.061275,0.072706,0.08395,0.095019,0.10592,0.11666,0.12725,0.13769,0.14797,0.15811,0.15811,0.17753,0.17753,0.19588,0.19588,0.19588,0.21314,0.22156,0.22978,0.23383
1,0.1,200,3.33e-05,1,22649.2415,0.0070667,0.013619,0.026861,0.026861,0.033504,0.040178,0.053678,0.053678,0.067322,0.067322,0.081117,0.088049,0.095021,0.10914,0.10914,0.12345,0.12345,0.13065,0.14519,0.15253,0.15253,0.16748,0.17499,0.18253,0.1901
500,0.1,200,3.33e-05,1,25165.8239,0.0070408,0.013515,0.026445,0.026445,0.039342,0.052217,0.052217,0.065073,0.065073,0.077914,0.090738,0.090738,0.10353,0.10353,0.11629,0.12898,0.12898,0.14158,0.14158,0.15408,0.16647,0.16647,0.17873,0.17873,0.19082
1000,0.1,200,3.33e-05,2,206359.7567,0.006918,0.013185,0.025482,0.031552,0.037562,0.043518,0.055279,0.061091,0.066862,0.072595,0.083961,0.089602,0.095218,0.10081,0.1064,0.11753,0.12309,0.12866,0.13425,0.14555,0.15131,0.15713,0.16298,0.1746,0.1789
2000,0.1,200,3.33e-05,2,248302.7967,0.0068289,0.012848,0.024257,0.03511,0.045496,0.045496,0.055494,0.065195,0.069958,0.079267,0.083821,0.092747,0.097124,0.10572,0.10995,0.11838,0.12255,0.13077,0.13483,0.14297,0.15108,0.15108,0.15912,0.16703,0.17092
500,0.1,200,3.33e-05,2,194615.7055,0.0069644,0.013367,0.019761,0.032528,0.038907,0.045284,0.051662,0.058042,0.064428,0.077222,0.083636,0.090064,0.09651,0.10298,0.10947,0.12257,0.1292,0.13591,0.14275,0.14963,0.16011,0.1672,0.17819,0.18579,0.19346
1,0.1,200,3.33e-05,2,133378.8671,0.0070119,0.013559,0.013559,0.020169,0.026847,0.033595,0.040417,0.040417,0.047317,0.054299,0.061369,0.068532,0.068532,0.075797,0.083179,0.090705,0.094498,0.10219,0.10609,0.11402,0.11807,0.12635,0.13515,0.13974,0.14945
1500,0.1,200,3.33e-05,2,194615.7055,0.0068729,0.013012,0.024841,0.024841,0.03626,0.041862,0.047375,0.058167,0.058167,0.068742,0.073943,0.079092,0.084195,0.089257,0.094284,0.10425,0.10921,0.11416,0.11911,0.12406,0.12899,0.13875,0.13875,0.14849,0.15329
1000,0.1,200,3.33e-05,3,1342177.2799,0.0070321,0.013364,0.019589,0.025717,0.031755,0.037711,0.043593,0.049409,0.055165,0.060872,0.066544,0.072206,0.077836,0.083439,0.089022,0.094596,0.10017,0.10577,0.11141,0.11714,0.12299,0.12902,0.13515,0.14127,0.1473
2000,0.1,200,3.33e-05,3,1798517.5551,0.0068967,0.018579,0.024075,0.029374,0.034495,0.044171,0.048861,0.057879,0.062225,0.07063,0.074744,0.078785,0.082757,0.090522,0.094325,0.098084,0.1055,0.10917,0.11284,0.12025,0.12405,0.12793,0.13571,0.13952,0.14508
1500,0.1,200,3.33e-05,3,2228014.2847,0.013104,0.019061,0.030489,0.041359,0.046612,0.056799,0.066608,0.071388,0.080723,0.089791,0.094236,0.10297,0.11151,0.11573,0.12404,0.13225,0.13632,0.14442,0.15253,0.15661,0.16489,0.17324,0.17739,0.18556,0.19155
1,0.1,200,3.33e-05,3,657666.8671,0.0038532,0.0071782,0.0071782,0.013945,0.013945,0.020819,0.020819,0.02781,0.02781,0.034944,0.038537,0.042167,0.045839,0.049556,0.053327,0.057164,0.061102,0.063087,0.067121,0.071262,0.075569,0.080161,0.085015,0.090315,0.096692
500,0.1,200,3.33e-05,3,711353.9583,0.0038346,0.0071038,0.013644,0.013644,0.013644,0.026985,0.026985,0.026985,0.033686,0.033686,0.040552,0.043998,0.047471,0.050979,0.054529,0.058137,0.061822,0.065627,0.069699,0.07383,0.080211,0.084578,0.089006,0.093458,0.097905
2000,0.1,200,3.33e-05,4,12455405.1583,0.0070839,0.013086,0.018758,0.029291,0.03422,0.038958,0.043528,0.047947,0.05223,0.060446,0.064404,0.068277,0.072078,0.075821,0.079528,0.085102,0.088761,0.094167,0.097717,0.10122,0.10468,0.112,0.11618,0.12026,0.12448
500,0.1,200,3.33e-05,4,5476083.3023,0.0039785,0.0073828,0.014198,0.014198,0.017586,0.020971,0.024353,0.027735,0.031118,0.034504,0.037895,0.041293,0.044704,0.048131,0.051585,0.055081,0.06046,0.064098,0.067812,0.071661,0.075771,0.080073,0.084663,0.089593,0.095463
1000,0.1,200,3.33e-05,4,5315022.0287,0.0039516,0.0072779,0.0072779,0.01379,0.01379,0.020159,0.020159,0.026442,0.029549,0.032634,0.035704,0.038761,0.041813,0.04487,0.047948,0.051096,0.054252,0.057439,0.06068,0.064025,0.067626,0.070438,0.074501,0.079971,0.083277
1,0.1,200,3.33e-05,4,4509715.6607,0.004006,0.0074934,0.011014,0.011014,0.01457,0.018164,0.021797,0.025472,0.029191,0.029191,0.032956,0.036773,0.040644,0.044578,0.048585,0.048585,0.054771,0.056868,0.061149,0.065578,0.067877,0.072746,0.076675,0.082081,0.089753
1500,0.1,200,3.33e-05,4,12884901.8879,0.0071785,0.013422,0.025187,0.030859,0.036386,0.041799,0.047126,0.057707,0.063187,0.06864,0.074096,0.082345,0.087939,0.09655,0.10246,0.10845,0.11735,0.12627,0.13265,0.1388,0.14496,0.15107,0.16303,0.16873,0.17418
2000,0.1,200,3.33e-05,5,36000000.0,0.0040718,0.0073604,0.0073604,0.01346,0.01346,0.019169,0.019169,0.021921,0.024592,0.024592,0.027188,0.029714,0.029714,0.034633,0.037033,0.037033,0.039388,0.0417,0.043974,0.046212,0.048418,0.048418,0.050595,0.052748,0.054782
1000,0.1,200,3.33e-05,5,36000000.0,0.004145,0.0076307,0.011052,0.011052,0.014414,0.017722,0.02098,0.024191,0.027361,0.027361,0.030491,0.033584,0.036645,0.039674,0.042676,0.042676,0.045652,0.048606,0.051539,0.054456,0.05736,0.05736,0.060256,0.06315,0.065916
500,0.1,200,3.33e-05,5,33285996.5439,0.0041837,0.0077806,0.0077806,0.015015,0.015015,0.018607,0.018607,0.022204,0.025815,0.029463,0.031287,0.034952,0.036797,0.040528,0.042424,0.046345,0.049373,0.052492,0.055746,0.059227,0.063054,0.067135,0.072425,0.07804,0.084368
1,0.1,200,3.33e-05,5,24038395.0847,0.0023924,0.0042238,0.0079421,0.0079421,0.011708,0.011708,0.015528,0.015528,0.019409,0.023367,0.023367,0.027454,0.029518,0.031614,0.03375,0.035938,0.038205,0.040508,0.044093,0.046612,0.049299,0.0529,0.056242,0.060696,0.066914
1500,0.1,200,3.33e-05,5,36000000.0,0.0041077,0.007491,0.010768,0.010768,0.01395,0.020034,0.020034,0.022989,0.025878,0.025878,0.028706,0.031478,0.034197,0.036867,0.039491,0.039491,0.042072,0.044612,0.047114,0.049581,0.052014,0.052014,0.054415,0.056787,0.059025
2000,0.1,300,3.33e-05,1,36909.8751,0.0091253,0.017537,0.017537,0.033947,0.033947,0.049956,0.049956,0.06556,0.06556,0.073257,0.08086,0.08086,0.095594,0.095594,0.10973,0.10973,0.10973,0.1232,0.1232,0.136,0.136,0.14818,0.14818,0.15982,0.15982
1000,0.1,300,3.33e-05,1,31876.7103,0.0091848,0.017768,0.017768,0.034817,0.034817,0.034817,0.051705,0.051705,0.060096,0.068442,0.068442,0.076742,0.084992,0.084992,0.10096,0.10096,0.10883,0.11659,0.11659,0.13131,0.13131,0.13854,0.13854,0.14564,0.15261
1500,0.1,300,3.33e-05,1,33554.4319,0.0091548,0.017651,0.017651,0.026069,0.034415,0.034415,0.050867,0.050867,0.067069,0.067069,0.067069,0.082987,0.082987,0.098484,0.098484,0.098484,0.11331,0.11331,0.1273,0.1273,0.1273,0.14058,0.14058,0.15321,0.15321
2000,0.1,300,3.33e-05,2,375809.6383,0.0061922,0.011707,0.022426,0.022426,0.032845,0.032845,0.043006,0.043006,0.052952,0.06277,0.06277,0.06763,0.077243,0.082006,0.086744,0.091465,0.096173,0.10088,0.10559,0.11032,0.11983,0.12459,0.1293,0.1293,0.13884
1000,0.1,300,3.33e-05,2,348756.3775,0.0062406,0.011895,0.023141,0.023141,0.034317,0.034317,0.039875,0.045419,0.050951,0.056473,0.061987,0.067496,0.078515,0.084032,0.089561,0.095111,0.10069,0.10633,0.10916,0.11784,0.12374,0.12969,0.13586,0.14212,0.1482
500,0.1,300,3.33e-05,1,35232.1535,0.0092152,0.017889,0.017889,0.03529,0.03529,0.043984,0.052687,0.0614,0.070125,0.070125,0.078859,0.087603,0.096355,0.10511,0.11388,0.11388,0.12264,0.13989,0.13989,0.14845,0.15696,0.15696,0.16539,0.18174,0.18174
1,0.1,300,3.33e-05,1,24326.9631,0.0048922,0.0092461,0.018013,0.018013,0.018013,0.035787,0.035787,0.044706,0.044706,0.053672,0.053672,0.06268,0.071724,0.071724,0.080796,0.080796,0.089887,0.089887,0.098987,0.10808,0.10808,0.11717,0.11717,0.1262,0.13068
1500,0.1,300,3.33e-05,2,416074.9567,0.0062162,0.0118,0.022773,0.022773,0.033551,0.044173,0.049435,0.054661,0.059853,0.065016,0.075263,0.080353,0.085424,0.09048,0.10056,0.1056,0.11063,0.11568,0.12585,0.131,0.1362,0.14144,0.1519,0.15708,0.16222
2000,0.1,300,3.33e-05,3,4617089.8431,0.0081501,0.015437,0.022509,0.022509,0.02939,0.0361,0.042657,0.04908,0.055392,0.061635,0.064726,0.070843,0.073872,0.079878,0.085827,0.09174,0.09469,0.1006,0.10656,0.10957,0.11572,0.12199,0.12825,0.13134,0.13741
1,0.1,300,3.33e-05,2,258369.1263,0.0062905,0.012095,0.012095,0.023951,0.023951,0.029919,0.029919,0.035945,0.042032,0.048185,0.048185,0.054409,0.060711,0.067105,0.073616,0.076894,0.080198,0.086894,0.090291,0.097204,0.10074,0.10804,0.11388,0.12016,0.12664
500,0.1,300,3.33e-05,2,374131.9167,0.0062654,0.011994,0.023533,0.023533,0.035085,0.040886,0.046706,0.052546,0.058409,0.064296,0.070211,0.076156,0.082137,0.09423,0.10036,0.10658,0.11284,0.11917,0.12557,0.13532,0.14194,0.14866,0.15911,0.16635,0.17267
1000,0.1,300,3.33e-05,3,3704409.2927,0.0044316,0.0082806,0.015934,0.02353,0.02353,0.031084,0.038587,0.042325,0.046056,0.053502,0.05722,0.064655,0.068377,0.072107,0.079609,0.083399,0.089168,0.094979,0.098891,0.10483,0.11087,0.11703,0.12365,0.12821,0.13538
1500,0.1,300,3.33e-05,3,3704409.2927,0.0044146,0.0082144,0.015679,0.023,0.023,0.030196,0.037283,0.04429,0.04429,0.051217,0.054652,0.061472,0.064862,0.068241,0.074977,0.07834,0.081707,0.088488,0.091945,0.097134,0.10251,0.10803,0.11382,0.11794,0.12432
1,0.1,300,3.33e-05,3,1932735.2831,0.0025083,0.0044662,0.0084193,0.0084193,0.016496,0.016496,0.024744,0.024744,0.024744,0.0289,0.033102,0.037358,0.037358,0.041676,0.046075,0.050624,0.050624,0.05526,0.057641,0.062576,0.065113,0.069049,0.073228,0.077958,0.08359
2000,0.1,300,3.33e-05,4,36000000.0,0.0058455,0.010917,0.01584,0.01584,0.02063,0.025298,0.029857,0.034314,0.03868,0.03868,0.042961,0.047167,0.051303,0.055378,0.059399,0.059399,0.063375,0.067319,0.07125,0.075213,0.077186,0.081118,0.085042,0.087006,0.090763
500,0.1,300,3.33e-05,3,2778306.9695,0.0044488,0.0083489,0.016206,0.016206,0.024107,0.024107,0.028057,0.032019,0.035994,0.039984,0.04399,0.048013,0.052057,0.056124,0.064343,0.068512,0.072743,0.077113,0.079317,0.083815,0.089739,0.094676,0.099793,0.10691,0.11236
1000,0.1,300,3.33e-05,4,26521423.0527,0.0032579,0.0059317,0.011246,0.011246,0.016515,0.021746,0.021746,0.026948,0.032137,0.032137,0.037353,0.039955,0.04256,0.045172,0.05043,0.053089,0.055783,0.058547,0.062734,0.06558,0.069986,0.073087,0.078202,0.082061,0.088222
1500,0.1,300,3.33e-05,4,34359738.3679,0.005888,0.011077,0.011077,0.016165,0.021163,0.026079,0.030922,0.030922,0.035702,0.040431,0.045126,0.049829,0.052168,0.054503,0.059163,0.063827,0.066168,0.070897,0.073314,0.078385,0.082283,0.086287,0.091765,0.09479,0.1015
2000,0.1,300,3.33e-05,5,36000000.0,0.001045,0.0015221,0.0015221,0.0024605,0.0024605,0.0024605,0.0024605,0.0043058,0.0043058,0.0043058,0.0043058,0.0043058,0.0043058,0.0069336,0.0069336,0.0069336,0.0069336,0.0069336,0.0069336,0.0095052,0.0095052,0.0095052,0.0095052,0.0095052,0.01008
1,0.1,300,3.33e-05,4,18468359.3727,0.0032808,0.0060229,0.0060229,0.011614,0.011614,0.017302,0.017302,0.017302,0.023115,0.026042,0.026042,0.029003,0.032001,0.035042,0.038135,0.0413,0.044596,0.046265,0.049693,0.051473,0.055262,0.059415,0.062883,0.067415,0.072868
2000,0.1,400,3.33e-05,1,67108.8639,0.013415,0.026054,0.026054,0.038532,0.050863,0.06306,0.075133,0.075133,0.087087,0.098924,0.11064,0.12224,0.12224,0.1337,0.14503,0.15623,0.16727,0.16727,0.17818,0.18894,0.19956,0.21004,0.21004,0.23006,0.23006
500,0.1,300,3.33e-05,4,21474836.4799,0.0032693,0.0059767,0.011424,0.011424,0.016892,0.016892,0.022389,0.022389,0.027941,0.027941,0.03072,0.033512,0.036319,0.039144,0.041991,0.044866,0.047779,0.050747,0.053829,0.056958,0.060193,0.063695,0.067517,0.072046,0.077716
1000,0.1,300,3.33e-05,5,36000000.0,0.001046,0.0015259,0.0015259,0.0024751,0.0024751,0.0024751,0.0024751,0.0043618,0.0043618,0.0043618,0.0043618,0.0043618,0.0043618,0.0070895,0.0070895,0.0070895,0.0070895,0.0070895,0.0070895,0.0097974,0.0097974,0.0097974,0.0097974,0.0097974,0.010405
1000,0.1,400,3.33e-05,1,50331.6479,0.0070409,0.013516,0.026445,0.026445,0.039343,0.052217,0.052217,0.065073,0.065073,0.077914,0.090738,0.090738,0.10353,0.10353,0.11629,0.12898,0.12898,0.14158,0.14158,0.15408,0.16647,0.16647,0.17873,0.17873,0.19082
1500,0.1,300,3.33e-05,5,36000000.0,0.0010455,0.001524,0.001524,0.0024678,0.0024678,0.0024678,0.0024678,0.0043334,0.0043334,0.0043334,0.0043334,0.0043334,0.0043334,0.00701,0.00701,0.00701,0.00701,0.00701,0.00701,0.0096474,0.0096474,0.0096474,0.0096474,0.0096474,0.010238
2000,0.1,400,3.33e-05,2,825439.0271,0.0069181,0.013185,0.025482,0.031552,0.037562,0.043518,0.055279,0.061091,0.066862,0.072595,0.083961,0.089602,0.095218,0.10081,0.1064,0.11753,0.12309,0.12866,0.13425,0.14555,0.15131,0.15713,0.16298,0.1746,0.1789
1500,0.1,400,3.33e-05,1,60293.1199,0.0070281,0.013465,0.026246,0.038929,0.051522,0.051522,0.064035,0.076473,0.076473,0.088838,0.10113,0.11333,0.11333,0.12543,0.13742,0.14929,0.14929,0.16102,0.17262,0.17262,0.18407,0.19537,0.20651,0.21204,0.2172
1,0.1,300,3.33e-05,5,36000000.0,0.001047,0.0015297,0.0015297,0.00249,0.00249,0.00249,0.00249,0.0044208,0.0044208,0.0044208,0.0044208,0.0044208,0.0044208,0.0072593,0.0072593,0.0072593,0.0072593,0.0072593,0.0072593,0.010124,0.010124,0.010124,0.010124,0.010124,0.010769
500,0.1,300,3.33e-05,5,36000000.0,0.0010465,0.0015278,0.0015278,0.0024825,0.0024825,0.0024825,0.0024825,0.0043909,0.0043909,0.0043909,0.0043909,0.0043909,0.0043909,0.0071726,0.0071726,0.0071726,0.0071726,0.0071726,0.0071726,0.0099561,0.0099561,0.0099561,0.0099561,0.0099561,0.010582
1,0.1,400,3.33e-05,1,45298.4831,0.0070669,0.013619,0.026861,0.026861,0.033504,0.040179,0.05368,0.05368,0.067324,0.067324,0.081121,0.088053,0.095026,0.10915,0.10915,0.12346,0.12346,0.13066,0.1452,0.15254,0.15254,0.1675,0.17501,0.18255,0.19012
1000,0.1,400,3.33e-05,2,778462.8223,0.0069644,0.013367,0.019761,0.032528,0.038907,0.045284,0.051662,0.058042,0.064428,0.077222,0.083636,0.090064,0.09651,0.10298,0.10947,0.12257,0.1292,0.13591,0.14275,0.14963,0.16011,0.1672,0.17819,0.18579,0.19346
500,0.1,400,3.33e-05,1,43620.7615,0.0070539,0.013567,0.02665,0.02665,0.039776,0.039776,0.052952,0.052952,0.066184,0.066184,0.079474,0.079474,0.092817,0.092817,0.1062,0.1062,0.11961,0.11961,0.13303,0.13974,0.14645,0.14645,0.15987,0.15987,0.17321
2000,0.1,400,3.33e-05,3,10737418.2399,0.0070321,0.013364,0.019589,0.025717,0.031755,0.037711,0.043593,0.049409,0.055165,0.060872,0.066544,0.072206,0.077836,0.083439,0.089022,0.094596,0.10017,0.10577,0.11141,0.11714,0.12299,0.12902,0.13515,0.14127,0.1473
1500,0.1,400,3.33e-05,2,644245.0943,0.0069411,0.013275,0.019567,0.02582,0.02582,0.038235,0.044398,0.050535,0.05665,0.062747,0.068829,0.074902,0.074902,0.080973,0.087051,0.09315,0.10238,0.10855,0.11164,0.11784,0.12406,0.13062,0.13719,0.1439,0.15076
1,0.1,400,3.33e-05,2,533515.4687,0.007012,0.013559,0.013559,0.02017,0.026848,0.033596,0.040419,0.040419,0.04732,0.054302,0.061373,0.068537,0.068537,0.075803,0.083186,0.090714,0.094507,0.1022,0.1061,0.11404,0.11808,0.12637,0.1352,0.13981,0.14932
500,0.1,400,3.33e-05,2,721420.2879,0.0069881,0.013462,0.019961,0.026489,0.033048,0.039638,0.052926,0.059628,0.066373,0.073164,0.080006,0.086904,0.093866,0.10091,0.10805,0.11524,0.1262,0.13364,0.14119,0.14888,0.15674,0.16479,0.17302,0.18587,0.19346
1000,0.1,400,3.33e-05,3,7086696.0383,0.0038346,0.0071038,0.013644,0.020172,0.020172,0.026693,0.033215,0.033215,0.039746,0.046304,0.049581,0.052864,0.056153,0.059451,0.066081,0.069418,0.072775,0.079574,0.083046,0.088465,0.092161,0.097931,0.10417,0.10865,0.11548
1500,0.1,400,3.33e-05,3,8368475.3407,0.0070676,0.013501,0.013501,0.019873,0.026189,0.032457,0.032457,0.038683,0.044874,0.051042,0.057212,0.060287,0.06336,0.069503,0.072576,0.078734,0.081823,0.088043,0.09437,0.097629,0.10255,0.10753,0.11471,0.11865,0.12676
2000,0.1,400,3.33e-05,4,36000000.0,0.0022677,0.0039516,0.0039516,0.0072779,0.0072779,0.0072779,0.0072779,0.01379,0.01379,0.01379,0.01379,0.01379,0.01379,0.02306,0.02306,0.02306,0.02306,0.02306,0.027617,0.027617,0.027617,0.032131,0.032131,0.032131,0.034151
1,0.1,400,3.33e-05,3,5261334.9375,0.0038532,0.0071783,0.0071783,0.013946,0.013946,0.02082,0.02082,0.027812,0.027812,0.034946,0.038539,0.04217,0.045842,0.04956,0.053331,0.05717,0.06111,0.063096,0.067132,0.071278,0.075594,0.080215,0.085125,0.090555,0.096938
2000,0.1,400,3.33e-05,5,36000000.0,0.00066192,0.00078651,0.00078651,0.0010209,0.0010209,0.0010209,0.0010209,0.0014757,0.0014757,0.0014757,0.0014757,0.0014757,0.0014757,0.0021293,0.0021293,0.0021293,0.0021293,0.0021293,0.0021293,0.0027785,0.0027785,0.0027785,0.0027785,0.0027785,0.0029247
